ERROR(38) | 2019-7-29 11:3:33 | A scene needs to be created before calling saten_run(). (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:21 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-2 14:12:22 | Failed copying texture to renderer. (Invalid texture)
ERROR(41) | 2019-8-3 17:43:58 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:45:1 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:45:33 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:52:16 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:52:58 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:54:37 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:56:22 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:58:28 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(41) | 2019-8-3 17:58:53 | Invalid sprite ID. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-5 15:32:22 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-5 15:49:44 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-6 6:51:2 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(7) | 2019-8-8 17:55:19 | Failed to allocate memory. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(7) | 2019-8-8 17:56:46 | Failed to allocate memory. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(52) | 2019-8-9 9:21:3 | Error in data module: failed to open tmp file for writing. (Couldn't open saten_engine_data/tmp.dat)
ERROR(16) | 2019-8-13 11:50:7 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(16) | 2019-8-13 11:51:34 | Failed copying texture to renderer. (Invalid texture)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:36 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
ERROR(45) | 2019-8-21 17:0:37 | Can only destroy scenes at the top of the stack. (Failed to access the SoundFont /usr/share/sounds/sf2/FluidR3_GM.sf2)
